,data_time,site_name,nh3n_avg,tp_avg,do_avg,codcr_avg,codmn_avg,rainfall,next_rain
1270,2019-09-17 16:00:00,鲁岗涌,0.35,0.19,5.66,,1.7,0.0,0.0
18,2019-09-17 20:00:00,鲁岗涌,0.35,0.184,3.89,,6.1,0.0,0.0
117,2019-09-18 00:00:00,鲁岗涌,0.36,0.247,3.45,,4.2,0.0,0.0
396,2019-09-18 04:00:00,鲁岗涌,0.39,0.195,4.12,,2.3,0.0,0.0
118,2019-09-18 08:00:00,鲁岗涌,0.36,0.168,3.6,,1.4,0.0,0.0
878,2019-09-18 12:00:00,鲁岗涌,0.32,0.208,4.87,,1.8,0.0,0.0
879,2019-09-18 16:00:00,鲁岗涌,0.39,0.211,5.4,,1.9,0.0,0.0
298,2019-09-18 20:00:00,鲁岗涌,0.33,0.17,4.12,,1.3,0.0,0.0
208,2019-09-19 00:00:00,鲁岗涌,0.32,0.186,3.95,,2.3,0.0,0.0
1271,2019-09-19 04:00:00,鲁岗涌,0.42,0.177,4.0,,2.3,0.0,0.0
19,2019-09-19 08:00:00,鲁岗涌,0.37,0.163,3.51,,2.4,0.0,0.0
1075,2019-09-19 12:00:00,鲁岗涌,0.3,0.183,4.85,,2.0,0.0,0.0
598,2019-09-19 16:00:00,鲁岗涌,0.36,0.177,5.47,,2.4,0.0,0.0
1272,2019-09-19 20:00:00,鲁岗涌,0.33,0.181,3.82,,2.0,0.0,0.0
299,2019-09-20 00:00:00,鲁岗涌,0.28,0.175,5.19,,2.8,0.0,0.0
1273,2019-09-20 04:00:00,鲁岗涌,0.34,0.168,3.75,,1.7,0.0,0.0
1076,2019-09-20 08:00:00,鲁岗涌,0.28,0.164,3.29,,1.9,0.0,0.0
785,2019-09-20 12:00:00,鲁岗涌,0.21,0.169,4.6,,2.0,0.0,0.0
397,2019-09-20 16:00:00,鲁岗涌,0.27,0.177,5.11,,2.6,0.0,0.0
300,2019-09-20 20:00:00,鲁岗涌,0.25,0.177,4.51,,2.4,0.0,0.0
690,2019-09-21 00:00:00,鲁岗涌,0.22,0.182,4.81,,2.4,0.0,0.0
119,2019-09-21 04:00:00,鲁岗涌,0.29,0.19,4.7,,1.8,0.0,0.0
599,2019-09-21 08:00:00,鲁岗涌,0.23,0.163,3.8,,2.2,0.0,0.0
120,2019-09-21 12:00:00,鲁岗涌,0.19,0.176,5.56,,2.3,0.0,0.0
1077,2019-09-21 16:00:00,鲁岗涌,0.27,0.253,5.93,,3.5,0.0,0.0
600,2019-09-21 20:00:00,鲁岗涌,0.43,0.228,5.56,,3.2,0.0,0.0
981,2019-09-22 00:00:00,鲁岗涌,0.37,0.202,5.17,,2.7,0.0,0.0
601,2019-09-22 04:00:00,鲁岗涌,0.47,0.159,5.08,,2.3,0.0,0.0
1078,2019-09-22 08:00:00,鲁岗涌,0.35,0.162,5.31,,1.7,0.0,0.0
301,2019-09-22 12:00:00,鲁岗涌,0.28,0.17,5.73,,2.7,0.0,0.0
20,2019-09-22 16:00:00,鲁岗涌,0.32,0.259,6.93,,4.0,0.0,0.0
982,2019-09-22 20:00:00,鲁岗涌,0.43,0.199,6.28,,2.5,0.0,0.0
691,2019-09-23 00:00:00,鲁岗涌,0.37,0.171,5.13,,2.2,0.0,0.0
398,2019-09-23 04:00:00,鲁岗涌,0.37,0.18,5.56,,1.7,0.0,0.0
692,2019-09-23 08:00:00,鲁岗涌,0.34,0.174,4.99,,1.3,0.0,0.0
983,2019-09-23 12:00:00,鲁岗涌,0.24,0.165,5.74,,2.9,0.0,0.0
1079,2019-09-23 16:00:00,鲁岗涌,0.25,1.47,7.43,,9.0,0.0,0.0
302,2019-09-23 20:00:00,鲁岗涌,0.45,0.221,4.98,,3.0,0.0,0.0
880,2019-09-24 00:00:00,鲁岗涌,0.38,0.152,5.39,,1.8,0.0,0.0
500,2019-09-24 04:00:00,鲁岗涌,0.32,0.156,4.68,,2.2,0.0,0.0
984,2019-09-24 08:00:00,鲁岗涌,0.29,0.163,4.63,,3.3,0.0,0.0
985,2019-09-24 12:00:00,鲁岗涌,0.09,0.139,6.97,,3.5,0.0,0.0
786,2019-09-24 16:00:00,鲁岗涌,0.12,0.176,7.92,,3.5,0.0,0.0
881,2019-09-24 20:00:00,鲁岗涌,0.12,0.176,6.95,,0.7,0.0,0.0
882,2019-09-25 00:00:00,鲁岗涌,0.38,0.185,6.03,,1.5,0.0,0.0
693,2019-09-25 04:00:00,鲁岗涌,0.37,0.157,4.24,,3.0,0.0,0.0
21,2019-09-25 08:00:00,鲁岗涌,0.34,0.168,5.16,,2.8,0.0,0.0
399,2019-09-25 12:00:00,鲁岗涌,0.34,0.149,4.84,,2.3,0.0,0.0
303,2019-09-25 16:00:00,鲁岗涌,0.31,0.141,7.06,,3.8,0.0,0.0
304,2019-09-25 20:00:00,鲁岗涌,0.31,0.244,7.6,,5.9,0.0,0.0
501,2019-09-26 00:00:00,鲁岗涌,0.37,0.187,6.01,,3.2,0.0,0.0
1178,2019-09-26 04:00:00,鲁岗涌,0.34,0.157,4.3,,2.9,0.0,0.0
400,2019-09-26 08:00:00,鲁岗涌,0.28,0.198,5.53,,2.8,0.0,0.0
121,2019-09-26 12:00:00,鲁岗涌,0.24,0.162,6.39,,1.7,0.0,
1274,2019-09-26 16:00:00,鲁岗涌,0.38,0.144,5.91,,2.6,,0.0
986,2019-09-26 20:00:00,鲁岗涌,0.25,0.167,5.21,,3.1,0.0,0.0
305,2019-09-27 00:00:00,鲁岗涌,0.42,0.173,5.49,,2.5,0.0,0.0
1275,2019-09-27 04:00:00,鲁岗涌,0.32,0.167,4.18,,3.0,0.0,0.0
401,2019-09-27 08:00:00,鲁岗涌,0.26,0.166,4.73,,2.0,0.0,0.0
402,2019-09-27 12:00:00,鲁岗涌,0.28,0.169,6.27,,2.2,0.0,0.0
209,2019-09-27 16:00:00,鲁岗涌,0.22,0.157,6.56,,2.2,0.0,0.0
122,2019-09-27 20:00:00,鲁岗涌,0.18,0.193,5.81,,3.2,0.0,0.0
22,2019-09-28 00:00:00,鲁岗涌,0.44,0.191,5.09,,3.0,0.0,0.0
123,2019-09-28 04:00:00,鲁岗涌,0.29,0.162,4.22,,3.0,0.0,0.0
883,2019-09-28 08:00:00,鲁岗涌,0.15,0.166,4.09,,2.8,0.0,
1080,2019-09-28 12:00:00,鲁岗涌,0.33,0.182,6.12,,2.9,,0.0
1179,2019-09-28 16:00:00,鲁岗涌,0.14,0.165,4.91,,3.2,0.0,0.0
602,2019-09-28 20:00:00,鲁岗涌,0.08,0.179,3.94,,2.5,0.0,0.0
987,2019-09-29 00:00:00,鲁岗涌,0.24,0.197,4.29,,3.0,0.0,0.0
694,2019-09-29 04:00:00,鲁岗涌,0.24,0.161,3.85,,2.6,0.0,0.0
1081,2019-09-29 08:00:00,鲁岗涌,0.18,0.167,3.8,,2.5,0.0,0.0
603,2019-09-29 12:00:00,鲁岗涌,0.35,0.149,5.39,,2.2,0.0,0.0
988,2019-09-29 16:00:00,鲁岗涌,0.23,0.172,6.15,,2.6,0.0,0.0
884,2019-09-29 20:00:00,鲁岗涌,0.12,0.175,4.5,,2.3,0.0,0.0
306,2019-09-30 00:00:00,鲁岗涌,0.16,0.175,4.45,,1.7,0.0,0.0
989,2019-09-30 04:00:00,鲁岗涌,0.25,0.167,3.98,,2.9,0.0,0.0
210,2019-09-30 08:00:00,鲁岗涌,0.12,0.153,4.06,,2.2,0.0,0.0
211,2019-09-30 12:00:00,鲁岗涌,0.16,0.188,4.4,,2.6,0.0,0.0
604,2019-09-30 16:00:00,鲁岗涌,0.24,0.169,6.1,,2.9,0.0,
502,2019-09-30 20:00:00,鲁岗涌,0.09,0.17,4.47,,2.0,,
403,2019-10-01 00:00:00,鲁岗涌,0.11,0.221,3.92,,3.3,,
503,2019-10-01 04:00:00,鲁岗涌,0.28,0.143,3.6,,2.0,,
695,2019-10-01 08:00:00,鲁岗涌,0.14,0.135,3.7,,2.1,,
307,2019-10-01 12:00:00,鲁岗涌,0.11,0.205,6.2,,3.0,,
23,2019-10-01 16:00:00,鲁岗涌,0.23,0.184,5.58,,3.0,,
696,2019-10-01 20:00:00,鲁岗涌,0.05,0.16,4.71,,1.8,,
404,2019-10-02 00:00:00,鲁岗涌,0.05,0.175,3.85,,2.1,,
212,2019-10-02 04:00:00,鲁岗涌,0.13,0.138,3.46,,2.8,,
605,2019-10-02 08:00:00,鲁岗涌,0.03,0.191,3.6,,1.9,,
213,2019-10-02 12:00:00,鲁岗涌,0.07,0.157,6.5,,2.1,,
697,2019-10-02 16:00:00,鲁岗涌,0.26,0.183,5.53,,3.1,,
1082,2019-10-02 20:00:00,鲁岗涌,0.09,0.147,3.87,,2.4,,
1180,2019-10-03 00:00:00,鲁岗涌,0.24,0.343,5.71,,7.3,,
990,2019-10-03 04:00:00,鲁岗涌,0.26,0.165,3.02,,3.7,,
1276,2019-10-03 08:00:00,鲁岗涌,0.07,0.148,3.18,,1.9,,
991,2019-10-03 12:00:00,鲁岗涌,0.12,0.203,5.75,,3.0,,
1083,2019-10-03 16:00:00,鲁岗涌,0.26,0.164,4.57,,3.1,,
308,2019-10-03 20:00:00,鲁岗涌,0.14,0.146,3.53,,2.4,,
606,2019-10-04 00:00:00,鲁岗涌,0.15,0.222,3.28,,2.9,,
992,2019-10-04 04:00:00,鲁岗涌,0.16,0.153,2.91,,2.9,,
607,2019-10-04 08:00:00,鲁岗涌,0.05,0.168,3.49,,2.4,,
787,2019-10-04 12:00:00,鲁岗涌,0.07,0.185,5.35,,2.6,,
309,2019-10-04 16:00:00,鲁岗涌,0.07,0.185,3.93,,2.6,,
608,2019-10-04 20:00:00,鲁岗涌,0.14,0.194,3.84,,3.3,,
885,2019-10-05 00:00:00,鲁岗涌,0.19,0.227,4.41,,4.5,,
124,2019-10-05 04:00:00,鲁岗涌,0.09,0.114,2.76,,1.8,,
310,2019-10-05 08:00:00,鲁岗涌,0.04,0.146,3.38,,2.4,,
788,2019-10-05 12:00:00,鲁岗涌,0.04,0.199,5.13,,3.0,,
698,2019-10-05 16:00:00,鲁岗涌,0.04,0.199,9.03,,3.0,,
699,2019-10-05 20:00:00,鲁岗涌,0.12,0.185,3.29,,3.0,,
405,2019-10-06 00:00:00,鲁岗涌,0.07,0.161,3.02,,3.0,,
214,2019-10-06 04:00:00,鲁岗涌,0.03,0.132,2.94,,2.6,,
125,2019-10-06 08:00:00,鲁岗涌,0.04,0.153,3.47,,2.4,,
886,2019-10-06 12:00:00,鲁岗涌,0.04,0.177,6.44,,2.9,,
126,2019-10-06 16:00:00,鲁岗涌,0.05,0.177,9.04,,2.9,,
789,2019-10-06 20:00:00,鲁岗涌,0.14,0.195,3.11,,3.7,,
406,2019-10-07 00:00:00,鲁岗涌,0.03,0.139,3.19,,2.1,,
127,2019-10-07 04:00:00,鲁岗涌,0.03,0.153,3.9,,2.2,,
1277,2019-10-07 08:00:00,鲁岗涌,0.06,0.181,3.81,,2.2,,
993,2019-10-07 12:00:00,鲁岗涌,0.03,0.174,5.21,,2.1,,
407,2019-10-07 16:00:00,鲁岗涌,0.04,0.182,6.19,,2.9,,
215,2019-10-07 20:00:00,鲁岗涌,0.26,0.191,3.95,,3.7,,
1278,2019-10-08 00:00:00,鲁岗涌,0.15,0.189,2.06,,2.7,,
700,2019-10-08 04:00:00,鲁岗涌,0.09,0.142,2.37,,2.3,,
1084,2019-10-08 08:00:00,鲁岗涌,,0.129,2.25,,1.8,,0.0
24,2019-10-08 12:00:00,鲁岗涌,0.06,0.149,3.64,,2.3,0.0,0.0
408,2019-10-08 16:00:00,鲁岗涌,0.07,0.2,3.74,,2.7,0.0,0.0
409,2019-10-08 20:00:00,鲁岗涌,0.07,0.2,9.24,,5.3,0.0,0.9
216,2019-10-09 00:00:00,鲁岗涌,0.22,0.155,1.58,,3.1,0.9,4.0
887,2019-10-09 04:00:00,鲁岗涌,0.18,0.144,2.26,,2.7,4.0,0.0
1085,2019-10-09 08:00:00,鲁岗涌,0.57,0.676,3.35,,7.9,0.0,0.0
888,2019-10-09 12:00:00,鲁岗涌,0.26,0.292,3.04,,4.5,0.0,0.0
25,2019-10-09 16:00:00,鲁岗涌,0.32,0.278,2.69,,4.2,0.0,0.0
504,2019-10-09 20:00:00,鲁岗涌,0.78,0.8,3.65,,10.2,0.0,0.0
889,2019-10-10 00:00:00,鲁岗涌,0.87,0.318,1.44,,4.8,0.0,0.0
1181,2019-10-10 04:00:00,鲁岗涌,0.78,0.194,0.93,,3.1,0.0,0.0
994,2019-10-10 08:00:00,鲁岗涌,0.61,0.191,4.17,,3.7,0.0,0.0
505,2019-10-10 12:00:00,鲁岗涌,0.81,0.214,4.13,,3.0,0.0,0.0
1086,2019-10-10 16:00:00,鲁岗涌,0.64,0.199,2.05,,4.2,0.0,0.0
1279,2019-10-10 20:00:00,鲁岗涌,0.79,0.489,1.29,,9.1,0.0,0.0
26,2019-10-11 00:00:00,鲁岗涌,1.34,0.182,0.78,,3.5,0.0,0.0
217,2019-10-11 04:00:00,鲁岗涌,0.97,0.173,0.4,,3.0,0.0,0.0
1087,2019-10-11 08:00:00,鲁岗涌,1.07,0.177,0.69,,3.1,0.0,0.0
218,2019-10-11 12:00:00,鲁岗涌,1.29,0.284,1.86,,5.6,0.0,0.0
311,2019-10-11 16:00:00,鲁岗涌,0.91,0.192,2.88,,3.4,0.0,0.0
410,2019-10-11 20:00:00,鲁岗涌,1.22,0.239,2.51,,5.1,0.0,0.0
1088,2019-10-12 00:00:00,鲁岗涌,1.4,0.198,2.61,,3.8,0.0,0.0
609,2019-10-12 04:00:00,鲁岗涌,1.19,0.166,0.81,,3.0,0.0,0.0
701,2019-10-12 08:00:00,鲁岗涌,1.17,0.169,0.72,,3.8,0.0,0.0
506,2019-10-12 12:00:00,鲁岗涌,1.34,0.222,1.45,,4.1,0.0,0.0
702,2019-10-12 16:00:00,鲁岗涌,1.16,0.232,3.89,,4.7,0.0,0.0
1280,2019-10-12 20:00:00,鲁岗涌,1.03,0.203,2.42,,4.8,0.0,0.0
610,2019-10-13 00:00:00,鲁岗涌,1.2,0.177,0.89,,3.7,0.0,0.0
128,2019-10-13 04:00:00,鲁岗涌,1.06,0.174,1.42,,3.3,0.0,0.0
790,2019-10-13 08:00:00,鲁岗涌,0.84,0.14,2.92,,3.8,0.0,0.0
507,2019-10-13 12:00:00,鲁岗涌,1.1,0.193,2.46,,4.6,0.0,0.0
611,2019-10-13 16:00:00,鲁岗涌,0.93,0.194,4.82,,5.0,0.0,0.0
27,2019-10-13 20:00:00,鲁岗涌,0.77,0.189,0.96,,4.4,0.0,0.0
703,2019-10-14 00:00:00,鲁岗涌,1.0,0.169,0.86,,3.9,0.0,0.0
890,2019-10-14 04:00:00,鲁岗涌,0.92,0.141,0.65,,3.7,0.0,0.0
704,2019-10-14 08:00:00,鲁岗涌,0.84,0.14,0.46,,3.7,0.0,0.0
1182,2019-10-14 12:00:00,鲁岗涌,0.81,0.164,1.43,,4.0,0.0,0.0
1183,2019-10-14 16:00:00,鲁岗涌,0.7,0.189,2.37,,4.9,0.0,0.0
1184,2019-10-14 20:00:00,鲁岗涌,0.72,0.167,4.8,,3.7,0.0,
1281,2019-10-15 00:00:00,鲁岗涌,0.74,0.211,3.28,,4.4,,0.0
1185,2019-10-15 04:00:00,鲁岗涌,0.63,0.143,1.79,,3.4,0.0,0.0
891,2019-10-15 08:00:00,鲁岗涌,0.68,0.142,0.61,,2.6,0.0,0.0
1282,2019-10-15 12:00:00,鲁岗涌,0.54,0.233,1.68,,2.6,0.0,0.0
1283,2019-10-15 16:00:00,鲁岗涌,0.47,0.202,2.23,,6.3,0.0,
129,2019-10-15 20:00:00,鲁岗涌,0.48,0.164,1.01,,4.4,,0.0
1284,2019-10-16 00:00:00,鲁岗涌,0.6,0.184,0.88,,4.6,0.0,0.0
411,2019-10-16 04:00:00,鲁岗涌,0.38,0.137,0.51,,4.1,0.0,0.0
312,2019-10-16 08:00:00,鲁岗涌,0.48,0.136,0.58,,4.2,0.0,
705,2019-10-16 12:00:00,鲁岗涌,0.28,0.179,2.01,,4.3,,0.0
130,2019-10-16 16:00:00,鲁岗涌,0.21,0.183,1.82,,4.5,0.0,
612,2019-10-16 20:00:00,鲁岗涌,0.29,0.147,1.3,,3.8,,0.0
1089,2019-10-17 00:00:00,鲁岗涌,0.29,0.173,0.67,,3.9,0.0,0.0
1090,2019-10-17 04:00:00,鲁岗涌,0.1,0.123,0.41,,3.3,0.0,0.0
131,2019-10-17 08:00:00,鲁岗涌,0.29,0.132,0.49,,3.4,0.0,0.0
412,2019-10-17 12:00:00,鲁岗涌,0.21,0.2,1.62,,5.7,0.0,0.0
219,2019-10-17 16:00:00,鲁岗涌,0.13,0.226,2.93,,5.0,0.0,0.0
706,2019-10-17 20:00:00,鲁岗涌,0.24,0.153,1.77,,4.4,0.0,0.0
508,2019-10-18 00:00:00,鲁岗涌,0.11,0.179,1.15,,4.2,0.0,0.0
1091,2019-10-18 04:00:00,鲁岗涌,0.07,0.135,0.79,,3.1,0.0,0.0
995,2019-10-18 08:00:00,鲁岗涌,0.1,0.133,0.56,,3.1,0.0,0.0
313,2019-10-18 12:00:00,鲁岗涌,0.09,0.187,3.64,,4.4,0.0,0.0
996,2019-10-18 16:00:00,鲁岗涌,0.17,0.196,2.93,,4.8,0.0,0.0
1092,2019-10-18 20:00:00,鲁岗涌,0.11,0.197,1.54,,4.5,0.0,0.0
1186,2019-10-19 00:00:00,鲁岗涌,0.11,0.195,1.35,,4.0,0.0,0.0
1285,2019-10-19 04:00:00,鲁岗涌,0.05,0.142,0.85,,2.5,0.0,0.0
314,2019-10-19 08:00:00,鲁岗涌,0.07,0.139,0.69,,2.9,0.0,0.0
707,2019-10-19 12:00:00,鲁岗涌,0.05,0.167,3.09,,3.8,0.0,0.0
1286,2019-10-19 16:00:00,鲁岗涌,0.15,0.17,1.43,,4.4,0.0,0.0
413,2019-10-19 20:00:00,鲁岗涌,0.07,0.184,1.43,,3.6,0.0,0.0
708,2019-10-20 00:00:00,鲁岗涌,0.08,0.185,1.08,,3.4,0.0,0.0
997,2019-10-20 04:00:00,鲁岗涌,0.04,0.146,0.84,,2.9,0.0,0.0
1187,2019-10-20 08:00:00,鲁岗涌,0.04,0.137,1.04,,2.6,0.0,0.0
132,2019-10-20 12:00:00,鲁岗涌,0.04,0.17,3.24,,3.8,0.0,0.0
1093,2019-10-20 16:00:00,鲁岗涌,0.08,0.192,2.19,,4.3,0.0,0.0
613,2019-10-20 20:00:00,鲁岗涌,0.08,0.197,1.64,,3.9,0.0,0.0
614,2019-10-21 00:00:00,鲁岗涌,0.06,0.172,1.32,,4.0,0.0,0.0
892,2019-10-21 04:00:00,鲁岗涌,0.03,0.146,2.89,,2.7,0.0,0.0
893,2019-10-21 08:00:00,鲁岗涌,0.04,0.145,1.32,,3.5,0.0,0.0
894,2019-10-21 12:00:00,鲁岗涌,0.04,0.169,3.65,,4.4,0.0,0.0
791,2019-10-21 16:00:00,鲁岗涌,0.4,0.242,6.44,,6.9,0.0,0.0
28,2019-10-21 20:00:00,鲁岗涌,0.02,0.138,5.44,,4.8,0.0,0.0
895,2019-10-22 00:00:00,鲁岗涌,0.04,0.161,2.34,,4.3,0.0,0.0
133,2019-10-22 04:00:00,鲁岗涌,0.05,0.157,5.54,,4.6,0.0,0.0
792,2019-10-22 08:00:00,鲁岗涌,0.03,0.147,3.23,,4.2,0.0,0.0
1094,2019-10-22 12:00:00,鲁岗涌,0.03,0.164,6.72,,4.9,0.0,0.0
414,2019-10-22 16:00:00,鲁岗涌,0.09,0.519,7.14,,7.3,0.0,
998,2019-10-22 20:00:00,鲁岗涌,0.1,0.169,1.77,,4.5,,0.0
415,2019-10-23 00:00:00,鲁岗涌,0.07,0.173,3.61,,4.9,0.0,0.0
1188,2019-10-23 04:00:00,鲁岗涌,0.12,0.146,4.33,,4.3,0.0,0.0
134,2019-10-23 08:00:00,鲁岗涌,0.09,0.156,2.06,,4.5,0.0,0.0
220,2019-10-23 12:00:00,鲁岗涌,0.06,0.142,4.8,,4.5,0.0,0.0
1287,2019-10-23 16:00:00,鲁岗涌,0.08,0.188,4.64,,5.1,0.0,0.0
135,2019-10-23 20:00:00,鲁岗涌,0.4,0.268,5.49,,7.5,0.0,0.0
1095,2019-10-24 00:00:00,鲁岗涌,0.1,0.18,1.8,,3.8,0.0,0.0
615,2019-10-24 04:00:00,鲁岗涌,0.11,0.147,6.77,,4.5,0.0,0.0
29,2019-10-24 08:00:00,鲁岗涌,0.1,0.168,2.04,,4.6,0.0,0.0
1189,2019-10-24 12:00:00,鲁岗涌,0.08,0.182,3.77,,4.6,0.0,0.0
509,2019-10-24 16:00:00,鲁岗涌,0.08,0.181,4.51,,4.7,0.0,0.0
315,2019-10-24 20:00:00,鲁岗涌,0.09,0.408,3.82,,12.1,0.0,0.0
30,2019-10-25 00:00:00,鲁岗涌,0.16,0.196,6.75,,5.4,0.0,0.0
221,2019-10-25 04:00:00,鲁岗涌,0.08,0.157,2.25,,4.1,0.0,0.0
222,2019-10-25 08:00:00,鲁岗涌,0.1,0.175,1.79,,4.7,0.0,0.0
1288,2019-10-25 12:00:00,鲁岗涌,0.08,0.172,3.31,,4.2,0.0,0.0
793,2019-10-25 16:00:00,鲁岗涌,0.07,0.167,3.97,,5.1,0.0,0.0
794,2019-10-25 20:00:00,鲁岗涌,0.39,0.256,4.31,,7.4,0.0,0.0
999,2019-10-26 00:00:00,鲁岗涌,0.21,0.197,1.71,,5.2,0.0,0.0
1190,2019-10-26 04:00:00,鲁岗涌,0.07,0.154,2.44,,4.7,0.0,0.0
709,2019-10-26 08:00:00,鲁岗涌,0.11,0.174,1.71,,4.8,0.0,0.0
616,2019-10-26 12:00:00,鲁岗涌,0.16,0.198,4.9,,4.4,0.0,0.0
136,2019-10-26 16:00:00,鲁岗涌,0.07,0.156,3.02,,4.2,0.0,0.0
137,2019-10-26 20:00:00,鲁岗涌,0.11,0.179,2.51,,4.6,0.0,0.0
1096,2019-10-27 00:00:00,鲁岗涌,0.31,0.197,1.48,,4.3,0.0,0.0
617,2019-10-27 04:00:00,鲁岗涌,0.23,0.165,1.87,,4.1,0.0,0.0
316,2019-10-27 08:00:00,鲁岗涌,0.13,0.174,1.76,,4.3,0.0,0.0
618,2019-10-27 12:00:00,鲁岗涌,0.27,0.214,6.74,,5.4,0.0,0.0
416,2019-10-27 16:00:00,鲁岗涌,0.15,0.173,4.13,,4.5,0.0,0.0
31,2019-10-27 20:00:00,鲁岗涌,0.1,0.165,2.48,,4.6,0.0,0.0
510,2019-10-28 00:00:00,鲁岗涌,0.41,0.166,6.77,,4.8,0.0,0.0
1097,2019-10-28 04:00:00,鲁岗涌,0.28,0.161,3.87,,3.3,0.0,0.0
896,2019-10-28 08:00:00,鲁岗涌,0.16,0.168,5.99,,4.3,0.0,0.0
511,2019-10-28 12:00:00,鲁岗涌,0.41,0.18,1.84,,4.3,0.0,0.0
795,2019-10-28 16:00:00,鲁岗涌,0.26,0.183,3.98,,4.5,0.0,0.0
138,2019-10-28 20:00:00,鲁岗涌,0.13,0.158,5.73,,3.9,0.0,0.0
1289,2019-10-29 00:00:00,鲁岗涌,0.5,0.183,1.38,,4.6,0.0,0.0
317,2019-10-29 04:00:00,鲁岗涌,0.3,0.148,1.23,,4.4,0.0,0.0
710,2019-10-29 08:00:00,鲁岗涌,0.19,0.159,1.8,,4.2,0.0,0.0
1000,2019-10-29 12:00:00,鲁岗涌,,,1.19,,,0.0,0.0
1191,2019-10-29 16:00:00,鲁岗涌,1.01,0.409,3.54,,7.3,0.0,0.0
796,2019-10-29 20:00:00,鲁岗涌,0.36,0.19,3.21,,5.9,0.0,0.0
797,2019-10-30 00:00:00,鲁岗涌,0.51,0.306,2.34,,7.7,0.0,0.0
139,2019-10-30 04:00:00,鲁岗涌,0.58,0.189,2.2,,4.5,0.0,0.0
1192,2019-10-30 08:00:00,鲁岗涌,0.15,0.17,2.83,,4.3,0.0,0.0
1098,2019-10-30 12:00:00,鲁岗涌,0.79,0.486,3.41,,10.4,0.0,0.0
1099,2019-10-30 16:00:00,鲁岗涌,0.6,0.186,2.9,,5.8,0.0,0.0
1290,2019-10-30 20:00:00,鲁岗涌,0.24,0.171,3.24,,4.7,0.0,0.0
1193,2019-10-31 00:00:00,鲁岗涌,0.38,0.185,6.58,,4.6,0.0,0.0
897,2019-10-31 04:00:00,鲁岗涌,0.48,0.162,2.37,,4.7,0.0,0.0
140,2019-10-31 08:00:00,鲁岗涌,0.26,0.161,3.03,,4.4,0.0,0.0
223,2019-10-31 12:00:00,鲁岗涌,0.15,0.208,7.2,,5.2,0.0,0.0
798,2019-10-31 16:00:00,鲁岗涌,0.54,0.186,4.3,,5.4,0.0,0.0
711,2019-10-31 20:00:00,鲁岗涌,0.38,0.169,3.12,,4.7,0.0,0.0
898,2019-11-01 00:00:00,鲁岗涌,0.28,0.202,2.64,,4.9,0.0,0.0
712,2019-11-01 04:00:00,鲁岗涌,0.31,0.17,3.93,,4.9,0.0,0.0
619,2019-11-01 08:00:00,鲁岗涌,0.08,0.169,2.87,,4.8,0.0,0.0
620,2019-11-01 12:00:00,鲁岗涌,0.1,0.194,4.84,,6.7,0.0,0.0
713,2019-11-01 16:00:00,鲁岗涌,0.41,0.188,6.98,,5.1,0.0,0.0
417,2019-11-01 20:00:00,鲁岗涌,0.32,0.169,3.05,,4.8,0.0,0.0
799,2019-11-02 00:00:00,鲁岗涌,0.4,0.194,2.46,,5.0,0.0,0.0
1194,2019-11-02 04:00:00,鲁岗涌,0.27,0.171,3.07,,4.1,0.0,0.0
714,2019-11-02 08:00:00,鲁岗涌,0.11,0.16,3.1,,4.4,0.0,0.0
1100,2019-11-02 12:00:00,鲁岗涌,0.1,0.193,5.64,,5.4,0.0,0.0
715,2019-11-02 16:00:00,鲁岗涌,0.2,0.167,3.47,,4.9,0.0,0.0
318,2019-11-02 20:00:00,鲁岗涌,0.24,0.197,3.0,,4.9,0.0,
621,2019-11-03 00:00:00,鲁岗涌,0.22,0.171,4.92,,4.6,,0.0
622,2019-11-03 04:00:00,鲁岗涌,0.17,0.183,2.79,,4.2,0.0,0.0
623,2019-11-03 08:00:00,鲁岗涌,0.11,0.172,6.08,,4.8,0.0,0.0
1195,2019-11-03 12:00:00,鲁岗涌,0.08,0.185,6.9,,5.4,0.0,0.0
512,2019-11-03 16:00:00,鲁岗涌,0.27,0.21,7.08,,6.2,0.0,0.0
141,2019-11-03 20:00:00,鲁岗涌,0.25,0.235,3.66,,5.3,0.0,0.0
1001,2019-11-04 00:00:00,鲁岗涌,0.16,0.171,7.2,,5.0,0.0,0.0
418,2019-11-04 04:00:00,鲁岗涌,0.15,0.187,3.4,,5.1,0.0,0.0
1291,2019-11-04 08:00:00,鲁岗涌,0.15,0.173,5.43,,4.5,0.0,0.0
319,2019-11-04 12:00:00,鲁岗涌,0.11,0.183,6.94,,5.8,0.0,0.0
1002,2019-11-04 16:00:00,鲁岗涌,0.14,0.209,7.54,,5.6,0.0,0.0
1196,2019-11-04 20:00:00,鲁岗涌,0.1,0.193,3.07,,4.9,0.0,0.0
624,2019-11-05 00:00:00,鲁岗涌,0.06,0.17,3.36,,4.8,0.0,0.0
142,2019-11-05 04:00:00,鲁岗涌,0.06,0.145,7.4,,5.4,0.0,0.0
899,2019-11-05 08:00:00,鲁岗涌,0.08,0.158,5.24,,5.2,0.0,0.0
625,2019-11-05 12:00:00,鲁岗涌,0.16,0.141,7.53,,4.8,0.0,0.0
800,2019-11-05 16:00:00,鲁岗涌,0.14,0.192,8.83,,6.4,0.0,0.0
1101,2019-11-05 20:00:00,鲁岗涌,0.34,0.18,2.57,,5.4,0.0,0.0
