,data_time,site_name,nh3n_avg,tp_avg,do_avg,codcr_avg,codmn_avg,rainfall,next_rain
1768,2020-03-06 00:00:00,凤岗断面,1.99,0.343,2.08,32.1,,0.0,0.0
2230,2020-03-06 04:00:00,科勒大道断面,0.73,0.208,1.63,24.0,,0.0,0.0
3131,2020-03-06 04:00:00,凤岗断面,1.81,0.322,2.5,32.1,,0.0,0.0
2709,2020-03-06 04:00:00,芦苞涌入西南涌断面,0.5,0.174,0.94,15.2,,0.0,0.0
3493,2020-03-06 04:00:00,芦苞涌古云桥断面,,0.181,,17.9,,0.0,0.0
1769,2020-03-06 04:00:00,广三高速断面,0.56,0.119,3.71,10.8,,0.0,0.0
3764,2020-03-06 04:00:00,鲁岗涌,0.25,0.209,3.48,,4.3,0.0,0.0
3132,2020-03-06 08:00:00,凤岗断面,1.9,0.327,2.24,31.7,,0.0,0.0
3494,2020-03-06 08:00:00,广三高速断面,0.62,0.114,2.81,9.8,,0.0,0.0
3588,2020-03-06 08:00:00,芦苞涌入西南涌断面,0.58,0.198,1.56,16.8,,0.0,0.0
3589,2020-03-06 08:00:00,科勒大道断面,1.1,0.259,1.24,26.6,,0.0,0.0
3227,2020-03-06 08:00:00,鲁岗涌,0.2,0.185,2.74,,3.6,0.0,0.0
2784,2020-03-06 08:00:00,芦苞涌古云桥断面,0.02,0.186,,15.1,,0.0,0.0
2878,2020-03-06 12:00:00,芦苞涌古云桥断面,0.03,0.177,0.38,15.6,,0.0,0.0
3133,2020-03-06 12:00:00,芦苞涌入西南涌断面,0.67,0.213,2.8,19.6,,0.0,0.0
1874,2020-03-06 12:00:00,广三高速断面,0.97,0.115,2.55,8.7,,0.0,0.0
3495,2020-03-06 12:00:00,科勒大道断面,1.81,0.308,1.05,29.8,,0.0,0.0
2621,2020-03-06 12:00:00,鲁岗涌,0.33,0.227,3.96,,4.3,0.0,0.0
2710,2020-03-06 12:00:00,凤岗断面,2.05,0.383,3.43,36.0,,0.0,0.0
3330,2020-03-06 16:00:00,鲁岗涌,0.15,0.2,3.13,,4.1,0.0,0.0
2711,2020-03-06 16:00:00,广三高速断面,1.47,0.155,5.42,9.8,,0.0,0.0
2231,2020-03-06 16:00:00,凤岗断面,2.39,0.379,4.34,34.3,,0.0,0.0
2712,2020-03-06 16:00:00,芦苞涌古云桥断面,0.01,0.154,0.33,10.8,,0.0,0.0
1770,2020-03-06 16:00:00,芦苞涌入西南涌断面,0.02,0.169,2.44,15.9,,0.0,0.0
3664,2020-03-06 16:00:00,科勒大道断面,1.74,0.208,1.26,26.3,,0.0,0.0
3134,2020-03-06 20:00:00,凤岗断面,2.38,0.32,3.58,28.3,,0.0,0.0
2785,2020-03-06 20:00:00,芦苞涌古云桥断面,0.03,0.142,0.25,11.9,,0.0,0.0
2622,2020-03-06 20:00:00,广三高速断面,0.34,0.08,6.35,6.8,,0.0,0.0
3228,2020-03-06 20:00:00,科勒大道断面,1.73,0.215,1.29,27.6,,0.0,0.0
2713,2020-03-06 20:00:00,芦苞涌入西南涌断面,0.08,0.161,2.44,14.8,,0.0,0.0
3229,2020-03-06 20:00:00,鲁岗涌,0.18,0.2,1.84,,4.4,0.0,0.0
1771,2020-03-07 00:00:00,凤岗断面,1.78,0.351,3.33,35.2,,0.0,0.0
3036,2020-03-07 00:00:00,科勒大道断面,1.71,0.221,1.06,27.4,,0.0,0.0
3765,2020-03-07 00:00:00,芦苞涌入西南涌断面,0.08,0.171,1.61,16.1,,0.0,0.0
3135,2020-03-07 00:00:00,芦苞涌古云桥断面,0.03,0.146,0.41,11.4,,0.0,0.0
3230,2020-03-07 00:00:00,鲁岗涌,0.11,0.19,2.15,,4.0,0.0,0.0
3496,2020-03-07 00:00:00,广三高速断面,0.17,0.071,3.47,6.5,,0.0,0.0
3331,2020-03-07 04:00:00,科勒大道断面,1.71,0.254,0.87,27.9,,0.0,0.0
2714,2020-03-07 04:00:00,凤岗断面,2.24,0.384,2.6,32.7,,0.0,0.0
2232,2020-03-07 04:00:00,芦苞涌古云桥断面,0.07,0.134,,8.5,,0.0,0.0
3136,2020-03-07 04:00:00,鲁岗涌,0.14,0.171,2.11,,4.2,0.0,0.0
3766,2020-03-07 04:00:00,广三高速断面,0.74,0.11,3.01,8.3,,0.0,0.0
3665,2020-03-07 04:00:00,芦苞涌入西南涌断面,0.05,0.167,1.3,14.9,,0.0,0.0
2233,2020-03-07 08:00:00,芦苞涌古云桥断面,0.08,0.151,,11.3,,0.0,0.0
2623,2020-03-07 08:00:00,芦苞涌入西南涌断面,0.06,0.165,2.22,14.6,,0.0,0.0
2716,2020-03-07 08:00:00,凤岗断面,2.01,0.326,3.25,29.6,,0.0,0.0
3332,2020-03-07 08:00:00,科勒大道断面,1.73,0.241,0.6,24.0,,0.0,0.0
3666,2020-03-07 08:00:00,鲁岗涌,0.09,0.153,1.61,,3.2,0.0,0.0
2715,2020-03-07 08:00:00,广三高速断面,0.78,0.11,4.53,8.5,,0.0,0.0
2786,2020-03-07 12:00:00,广三高速断面,0.26,0.085,4.35,7.4,,0.0,0.0
3767,2020-03-07 12:00:00,鲁岗涌,0.36,0.189,1.76,,4.4,0.0,0.0
3590,2020-03-07 12:00:00,芦苞涌入西南涌断面,0.03,0.185,3.29,16.0,,0.0,0.0
2787,2020-03-07 12:00:00,凤岗断面,1.76,0.378,2.84,32.7,,0.0,0.0
3591,2020-03-07 12:00:00,科勒大道断面,1.76,0.268,1.06,24.6,,0.0,0.0
3137,2020-03-07 12:00:00,芦苞涌古云桥断面,0.11,0.165,0.26,11.1,,0.0,0.0
2788,2020-03-07 16:00:00,芦苞涌古云桥断面,0.11,0.142,0.42,9.7,,0.0,0.0
3768,2020-03-07 16:00:00,芦苞涌入西南涌断面,0.14,0.17,2.25,13.0,,0.0,0.0
3037,2020-03-07 16:00:00,科勒大道断面,1.61,0.224,0.92,21.7,,0.0,0.0
2234,2020-03-07 16:00:00,鲁岗涌,0.21,0.185,2.48,,4.2,0.0,0.0
3333,2020-03-07 16:00:00,广三高速断面,0.32,0.091,3.79,7.8,,0.0,0.0
3334,2020-03-07 16:00:00,凤岗断面,2.1,0.505,4.14,34.9,,0.0,0.0
3038,2020-03-07 20:00:00,广三高速断面,0.44,0.095,3.27,7.9,,0.0,0.0
3592,2020-03-07 20:00:00,凤岗断面,1.35,0.321,2.22,25.4,,0.0,0.0
2717,2020-03-07 20:00:00,芦苞涌古云桥断面,0.1,0.124,0.2,9.5,,0.0,0.0
3497,2020-03-07 20:00:00,芦苞涌入西南涌断面,0.02,0.171,2.34,14.8,,0.0,0.0
3498,2020-03-07 20:00:00,科勒大道断面,1.69,0.225,1.03,22.7,,0.0,0.0
3499,2020-03-07 20:00:00,鲁岗涌,0.17,0.202,3.01,,4.9,0.0,0.0
3770,2020-03-08 00:00:00,凤岗断面,1.67,0.382,2.93,34.4,,0.0,0.0
3138,2020-03-08 00:00:00,科勒大道断面,1.62,0.25,0.63,23.6,,0.0,0.0
3769,2020-03-08 00:00:00,芦苞涌古云桥断面,0.06,0.13,0.24,8.5,,0.0,0.0
2789,2020-03-08 00:00:00,鲁岗涌,0.17,0.199,1.1,,4.4,0.0,0.0
3335,2020-03-08 00:00:00,芦苞涌入西南涌断面,0.05,0.183,1.9,14.9,,0.0,0.0
3593,2020-03-08 00:00:00,广三高速断面,0.36,0.093,3.21,7.1,,0.0,0.0
1772,2020-03-08 04:00:00,科勒大道断面,1.7,0.222,0.66,21.7,,0.0,0.0
1773,2020-03-08 04:00:00,鲁岗涌,0.05,0.146,1.17,,3.5,0.0,0.0
2718,2020-03-08 04:00:00,凤岗断面,1.46,0.348,3.35,29.5,,0.0,0.0
3139,2020-03-08 04:00:00,芦苞涌入西南涌断面,0.05,0.182,1.13,15.3,,0.0,0.0
3039,2020-03-08 04:00:00,广三高速断面,0.39,0.092,1.3,7.1,,0.0,0.0
3394,2020-03-08 04:00:00,芦苞涌古云桥断面,0.01,0.122,0.2,8.3,,0.0,0.0
3500,2020-03-08 08:00:00,鲁岗涌,0.06,0.142,1.07,,4.0,0.0,0.0
3140,2020-03-08 08:00:00,科勒大道断面,1.32,0.234,0.66,21.3,,0.0,0.0
3772,2020-03-08 08:00:00,凤岗断面,1.41,0.335,2.25,28.4,,0.0,0.0
3771,2020-03-08 08:00:00,芦苞涌古云桥断面,0.17,0.134,0.26,7.0,,0.0,0.0
2790,2020-03-08 08:00:00,芦苞涌入西南涌断面,0.12,0.151,1.82,13.3,,0.0,0.0
2719,2020-03-08 08:00:00,广三高速断面,0.88,0.122,1.6,12.3,,0.0,0.0
2720,2020-03-08 12:00:00,芦苞涌入西南涌断面,0.01,0.198,2.48,16.1,,0.0,0.0
3040,2020-03-08 12:00:00,科勒大道断面,1.63,0.258,1.02,24.1,,0.0,0.0
2625,2020-03-08 12:00:00,凤岗断面,1.44,0.328,2.69,31.3,,0.0,0.0
3395,2020-03-08 12:00:00,鲁岗涌,0.42,0.247,2.25,,4.4,0.0,0.0
2624,2020-03-08 12:00:00,芦苞涌古云桥断面,0.04,0.131,0.68,9.4,,0.0,0.0
3667,2020-03-08 12:00:00,广三高速断面,0.54,0.101,2.36,7.2,,0.0,0.0
3232,2020-03-08 16:00:00,芦苞涌古云桥断面,0.02,0.122,0.6,7.1,,0.0,0.0
1774,2020-03-08 16:00:00,鲁岗涌,0.2,0.171,2.91,,5.1,0.0,0.0
3231,2020-03-08 16:00:00,广三高速断面,0.52,0.106,2.12,9.5,,0.0,0.0
3336,2020-03-08 16:00:00,芦苞涌入西南涌断面,0.06,0.193,2.18,14.9,,0.0,0.0
3337,2020-03-08 16:00:00,科勒大道断面,1.19,0.246,0.75,21.0,,0.0,0.0
3233,2020-03-08 16:00:00,凤岗断面,1.84,0.392,4.12,35.1,,0.0,0.0
3141,2020-03-08 20:00:00,芦苞涌古云桥断面,0.02,0.111,0.36,5.7,,0.0,0.0
2880,2020-03-08 20:00:00,鲁岗涌,0.19,0.171,2.39,,4.7,0.0,0.0
2879,2020-03-08 20:00:00,科勒大道断面,1.6,0.199,1.12,21.6,,0.0,0.0
3338,2020-03-08 20:00:00,广三高速断面,0.54,0.105,1.22,11.3,,0.0,0.0
3668,2020-03-08 20:00:00,凤岗断面,1.23,0.301,2.5,27.4,,0.0,0.0
3773,2020-03-08 20:00:00,芦苞涌入西南涌断面,0.01,0.181,2.07,14.7,,0.0,0.0
3041,2020-03-09 00:00:00,芦苞涌古云桥断面,0.33,0.115,0.34,7.9,,0.0,0.0
3501,2020-03-09 00:00:00,科勒大道断面,1.22,0.257,0.84,22.6,,0.0,0.0
3594,2020-03-09 00:00:00,广三高速断面,0.57,0.101,1.11,10.3,,0.0,0.0
2626,2020-03-09 00:00:00,鲁岗涌,0.27,0.262,1.65,,4.6,0.0,0.0
3234,2020-03-09 00:00:00,凤岗断面,1.14,0.301,2.04,28.3,,0.0,0.0
2791,2020-03-09 00:00:00,芦苞涌入西南涌断面,0.05,0.196,1.89,16.3,,0.0,0.0
2792,2020-03-09 04:00:00,广三高速断面,0.75,0.108,0.73,9.8,,0.0,0.0
3235,2020-03-09 04:00:00,芦苞涌入西南涌断面,0.07,0.19,1.06,15.6,,0.0,0.0
3502,2020-03-09 04:00:00,芦苞涌古云桥断面,0.1,0.122,0.46,6.2,,0.0,0.0
2721,2020-03-09 04:00:00,鲁岗涌,0.05,0.193,2.03,,3.9,0.0,0.0
2793,2020-03-09 04:00:00,凤岗断面,1.18,0.301,3.6,28.3,,0.0,0.0
2881,2020-03-09 04:00:00,科勒大道断面,1.24,0.233,0.97,21.2,,0.0,0.0
2723,2020-03-09 08:00:00,凤岗断面,1.2,0.301,2.46,25.9,,0.0,0.0
3042,2020-03-09 08:00:00,芦苞涌古云桥断面,0.09,0.119,0.39,7.7,,0.0,0.0
2627,2020-03-09 08:00:00,芦苞涌入西南涌断面,0.13,0.167,1.54,13.9,,0.0,0.0
2722,2020-03-09 08:00:00,广三高速断面,0.84,0.129,0.76,15.3,,0.0,0.0
3339,2020-03-09 08:00:00,科勒大道断面,0.73,0.198,0.48,17.8,,0.0,0.0
3669,2020-03-09 08:00:00,鲁岗涌,0.06,0.185,1.85,,2.8,0.0,0.0
3396,2020-03-09 12:00:00,鲁岗涌,,,2.04,,,0.0,0.0
3670,2020-03-09 12:00:00,芦苞涌古云桥断面,0.12,0.121,0.51,8.4,,0.0,0.0
2882,2020-03-09 12:00:00,芦苞涌入西南涌断面,0.01,0.198,1.92,16.2,,0.0,0.0
3503,2020-03-09 12:00:00,广三高速断面,,,2.85,,,0.0,0.0
2724,2020-03-09 12:00:00,科勒大道断面,1.38,0.25,0.71,21.7,,0.0,0.0
3142,2020-03-09 12:00:00,凤岗断面,1.39,0.306,2.35,25.4,,0.0,0.0
2794,2020-03-09 16:00:00,鲁岗涌,0.18,0.162,3.64,,6.1,0.0,0.0
2725,2020-03-09 16:00:00,广三高速断面,0.95,0.114,6.74,17.5,,0.0,0.0
3236,2020-03-09 16:00:00,芦苞涌古云桥断面,0.1,0.12,0.56,8.9,,0.0,0.0
3143,2020-03-09 16:00:00,科勒大道断面,1.09,0.268,0.9,22.8,,0.0,0.0
3340,2020-03-09 16:00:00,芦苞涌入西南涌断面,0.03,0.204,1.99,14.6,,0.0,0.0
2883,2020-03-09 16:00:00,凤岗断面,1.59,0.365,3.91,36.2,,0.0,0.0
3595,2020-03-09 20:00:00,芦苞涌古云桥断面,0.07,0.111,0.28,10.6,,0.0,0.0
3774,2020-03-09 20:00:00,广三高速断面,0.18,0.07,6.53,9.2,,0.0,0.0
3596,2020-03-09 20:00:00,凤岗断面,1.24,0.225,3.34,24.9,,0.0,0.0
3341,2020-03-09 20:00:00,科勒大道断面,1.23,0.191,0.91,20.3,,0.0,0.0
3671,2020-03-09 20:00:00,鲁岗涌,0.09,0.137,2.84,,5.5,0.0,0.0
2795,2020-03-09 20:00:00,芦苞涌入西南涌断面,0.07,0.183,1.82,14.0,,0.0,0.5
3775,2020-03-10 00:00:00,芦苞涌古云桥断面,0.04,0.11,0.23,9.8,,0.5,0.5
3504,2020-03-10 00:00:00,鲁岗涌,0.4,0.261,2.56,,5.7,0.5,0.5
2796,2020-03-10 00:00:00,科勒大道断面,0.97,0.229,0.72,21.0,,0.5,0.5
3342,2020-03-10 00:00:00,芦苞涌入西南涌断面,0.07,0.201,2.13,16.4,,0.5,0.5
3597,2020-03-10 00:00:00,广三高速断面,0.22,0.065,6.09,6.8,,0.5,0.5
3043,2020-03-10 00:00:00,凤岗断面,1.35,0.272,3.17,34.6,,0.5,0.0
3044,2020-03-10 04:00:00,广三高速断面,0.22,0.082,6.02,9.7,,0.0,0.0
3776,2020-03-10 04:00:00,凤岗断面,1.38,0.299,3.43,30.8,,0.0,0.0
3343,2020-03-10 04:00:00,芦苞涌入西南涌断面,0.03,0.189,1.41,15.3,,0.0,0.0
3672,2020-03-10 04:00:00,鲁岗涌,0.13,0.291,2.32,,5.1,0.0,0.0
3144,2020-03-10 04:00:00,科勒大道断面,0.96,0.2,0.79,19.7,,0.0,0.0
3397,2020-03-10 04:00:00,芦苞涌古云桥断面,0.05,0.117,0.36,11.7,,0.0,0.0
2797,2020-03-10 08:00:00,凤岗断面,1.51,0.297,3.65,32.3,,0.0,0.0
3344,2020-03-10 08:00:00,广三高速断面,0.32,0.101,5.9,11.8,,0.0,0.0
3398,2020-03-10 08:00:00,鲁岗涌,0.1,0.244,2.67,,5.5,0.0,0.0
2628,2020-03-10 08:00:00,芦苞涌古云桥断面,0.05,0.112,0.43,13.3,,0.0,0.0
3238,2020-03-10 08:00:00,科勒大道断面,0.96,0.218,0.46,19.0,,0.0,0.0
3237,2020-03-10 08:00:00,芦苞涌入西南涌断面,0.09,0.179,1.75,15.5,,0.0,0.0
3400,2020-03-10 12:00:00,凤岗断面,1.33,0.3,3.83,31.7,,0.0,0.0
3345,2020-03-10 12:00:00,鲁岗涌,0.39,0.348,8.58,,5.6,0.0,0.0
3505,2020-03-10 12:00:00,芦苞涌入西南涌断面,0.03,0.2,2.92,15.4,,0.0,0.0
3045,2020-03-10 12:00:00,广三高速断面,0.26,0.088,6.23,10.5,,0.0,0.0
3399,2020-03-10 12:00:00,芦苞涌古云桥断面,0.02,0.113,4.98,10.2,,0.0,0.0
3145,2020-03-10 12:00:00,科勒大道断面,1.18,0.24,0.88,21.6,,0.0,0.0
2726,2020-03-10 16:00:00,鲁岗涌,0.4,0.359,5.73,,6.0,0.0,0.0
3673,2020-03-10 16:00:00,凤岗断面,1.98,0.449,4.37,40.8,,0.0,0.0
3046,2020-03-10 16:00:00,芦苞涌入西南涌断面,0.02,0.209,3.44,17.4,,0.0,0.0
2629,2020-03-10 16:00:00,芦苞涌古云桥断面,0.26,0.127,0.87,20.1,,0.0,0.0
3777,2020-03-10 16:00:00,科勒大道断面,1.12,0.29,1.34,22.8,,0.0,0.0
2798,2020-03-10 16:00:00,广三高速断面,0.28,0.094,6.24,12.0,,0.0,0.0
3346,2020-03-10 20:00:00,芦苞涌入西南涌断面,0.01,0.188,2.59,15.3,,0.0,0.0
2884,2020-03-10 20:00:00,凤岗断面,1.34,0.342,4.86,35.4,,0.0,0.0
2630,2020-03-10 20:00:00,鲁岗涌,0.34,0.359,4.17,,6.9,0.0,0.0
3674,2020-03-10 20:00:00,科勒大道断面,1.08,0.178,1.5,19.0,,0.0,0.0
3778,2020-03-10 20:00:00,芦苞涌古云桥断面,0.37,0.117,0.69,16.4,,0.0,0.0
3401,2020-03-10 20:00:00,广三高速断面,0.34,0.098,6.44,10.6,,0.0,0.0
1775,2020-03-11 00:00:00,广三高速断面,0.31,0.085,6.42,9.6,,0.0,0.0
3047,2020-03-11 00:00:00,鲁岗涌,0.34,0.38,5.82,,3.5,0.0,0.0
3675,2020-03-11 00:00:00,芦苞涌古云桥断面,0.39,0.118,0.44,12.2,,0.0,0.0
1776,2020-03-11 00:00:00,凤岗断面,1.24,0.319,4.87,33.6,,0.0,0.0
3402,2020-03-11 00:00:00,芦苞涌入西南涌断面,0.08,0.192,2.59,16.4,,0.0,0.0
2727,2020-03-11 00:00:00,科勒大道断面,1.05,0.251,1.42,21.5,,0.0,0.0
3146,2020-03-11 04:00:00,科勒大道断面,1.05,0.34,0.83,24.2,,0.0,0.0
3348,2020-03-11 04:00:00,鲁岗涌,0.49,0.261,3.84,,6.0,0.0,0.0
2728,2020-03-11 04:00:00,凤岗断面,1.16,0.4,4.92,44.6,,0.0,0.0
3347,2020-03-11 04:00:00,芦苞涌入西南涌断面,0.3,0.192,2.17,18.1,,0.0,0.0
3779,2020-03-11 04:00:00,广三高速断面,0.26,0.082,5.76,10.6,,0.0,0.0
3239,2020-03-11 04:00:00,芦苞涌古云桥断面,0.08,0.123,0.61,9.6,,0.0,0.0
3598,2020-03-11 08:00:00,凤岗断面,1.15,0.456,4.01,34.1,,0.0,0.0
3147,2020-03-11 08:00:00,科勒大道断面,1.14,0.219,0.73,21.7,,0.0,0.0
1778,2020-03-11 08:00:00,鲁岗涌,0.2,0.199,3.43,,5.4,0.0,0.0
1777,2020-03-11 08:00:00,芦苞涌入西南涌断面,0.08,0.171,1.87,15.9,,0.0,0.0
3403,2020-03-11 08:00:00,广三高速断面,0.44,0.104,5.31,12.0,,0.0,0.0
3240,2020-03-11 08:00:00,芦苞涌古云桥断面,0.08,0.12,0.69,9.6,,0.0,0.0
3780,2020-03-11 12:00:00,广三高速断面,0.5,0.108,5.86,11.3,,0.0,0.0
1779,2020-03-11 12:00:00,鲁岗涌,0.36,0.278,8.86,,6.4,0.0,0.0
3048,2020-03-11 12:00:00,芦苞涌古云桥断面,0.08,0.123,0.84,13.0,,0.0,0.0
2631,2020-03-11 12:00:00,芦苞涌入西南涌断面,0.04,0.159,2.3,14.7,,0.0,0.0
3349,2020-03-11 12:00:00,科勒大道断面,1.15,0.228,1.02,22.3,,0.0,0.0
3049,2020-03-11 12:00:00,凤岗断面,1.32,0.38,3.79,33.4,,0.0,0.0
3404,2020-03-11 16:00:00,芦苞涌古云桥断面,0.08,0.127,0.77,11.1,,0.0,0.0
3148,2020-03-11 16:00:00,鲁岗涌,0.45,0.26,4.9,,6.3,0.0,0.0
3676,2020-03-11 16:00:00,芦苞涌入西南涌断面,0.14,0.207,2.32,17.7,,0.0,0.0
3599,2020-03-11 16:00:00,广三高速断面,0.29,0.093,6.59,10.8,,0.0,0.0
3050,2020-03-11 16:00:00,凤岗断面,1.76,0.448,4.24,41.1,,0.0,0.0
3506,2020-03-11 16:00:00,科勒大道断面,1.01,0.29,0.9,22.8,,0.0,0.0
2729,2020-03-11 20:00:00,芦苞涌入西南涌断面,0.05,0.188,2.03,16.9,,0.0,0.0
3051,2020-03-11 20:00:00,科勒大道断面,1.06,0.212,1.03,20.7,,0.0,0.0
3405,2020-03-11 20:00:00,鲁岗涌,0.21,0.185,3.53,,5.2,0.0,0.0
2632,2020-03-11 20:00:00,芦苞涌古云桥断面,0.08,0.12,0.59,8.0,,0.0,0.0
2633,2020-03-11 20:00:00,凤岗断面,1.3,0.263,3.82,28.4,,0.0,0.0
3677,2020-03-11 20:00:00,广三高速断面,0.24,0.124,6.3,17.6,,0.0,0.0
3150,2020-03-12 00:00:00,凤岗断面,1.29,0.286,4.38,30.1,,0.0,0.0
3600,2020-03-12 00:00:00,鲁岗涌,0.3,0.246,3.36,,4.9,0.0,0.0
2885,2020-03-12 00:00:00,芦苞涌入西南涌断面,0.01,0.167,1.85,15.9,,0.0,0.0
3149,2020-03-12 00:00:00,芦苞涌古云桥断面,0.01,0.124,0.69,10.9,,0.0,0.0
2634,2020-03-12 00:00:00,广三高速断面,0.21,0.068,6.2,10.4,,0.0,0.0
3241,2020-03-12 00:00:00,科勒大道断面,1.09,0.214,0.8,20.3,,0.0,0.0
3407,2020-03-12 04:00:00,鲁岗涌,0.36,0.235,3.16,,5.4,0.0,0.0
3406,2020-03-12 04:00:00,科勒大道断面,1.09,0.294,0.61,23.0,,0.0,0.0
3350,2020-03-12 04:00:00,凤岗断面,1.14,0.321,4.49,35.7,,0.0,0.0
1780,2020-03-12 04:00:00,芦苞涌古云桥断面,0.01,0.121,0.73,8.8,,0.0,0.0
2799,2020-03-12 04:00:00,广三高速断面,0.21,0.067,5.93,9.0,,0.0,0.0
2886,2020-03-12 04:00:00,芦苞涌入西南涌断面,0.58,0.167,2.15,17.7,,0.0,0.0
2887,2020-03-12 08:00:00,芦苞涌古云桥断面,,0.118,0.72,8.9,,0.0,0.0
3601,2020-03-12 08:00:00,广三高速断面,0.24,0.077,5.27,10.4,,0.0,0.0
3351,2020-03-12 08:00:00,鲁岗涌,0.03,0.167,2.92,,4.7,0.0,0.0
2636,2020-03-12 08:00:00,科勒大道断面,1.03,0.248,1.1,20.5,,0.0,0.0
2635,2020-03-12 08:00:00,芦苞涌入西南涌断面,0.48,0.17,1.38,17.9,,0.0,0.0
3781,2020-03-12 08:00:00,凤岗断面,0.95,0.274,3.42,30.9,,0.0,0.0
3151,2020-03-12 12:00:00,广三高速断面,0.32,0.096,5.66,12.3,,0.0,0.0
2800,2020-03-12 12:00:00,凤岗断面,1.18,0.27,3.43,26.4,,0.0,0.0
3782,2020-03-12 12:00:00,芦苞涌入西南涌断面,0.39,0.128,1.83,14.4,,0.0,0.0
3602,2020-03-12 12:00:00,鲁岗涌,0.08,0.193,3.75,,5.0,0.0,0.0
3408,2020-03-12 12:00:00,科勒大道断面,0.71,0.224,0.49,18.2,,0.0,0.0
3507,2020-03-12 12:00:00,芦苞涌古云桥断面,0.44,0.137,0.75,10.0,,0.0,0.0
2888,2020-03-12 16:00:00,凤岗断面,1.27,0.408,4.26,41.0,,0.0,0.0
3409,2020-03-12 16:00:00,芦苞涌古云桥断面,0.03,0.13,0.74,8.7,,0.0,0.0
3052,2020-03-12 16:00:00,广三高速断面,0.25,0.079,6.74,10.6,,0.0,0.0
2801,2020-03-12 16:00:00,芦苞涌入西南涌断面,0.47,0.17,1.73,17.0,,0.0,0.0
2802,2020-03-12 16:00:00,科勒大道断面,0.96,0.213,2.48,30.4,,0.0,0.0
1781,2020-03-12 16:00:00,鲁岗涌,0.24,0.212,3.86,,5.4,0.0,0.0
3152,2020-03-12 20:00:00,科勒大道断面,1.09,0.221,2.43,20.1,,0.0,0.0
3783,2020-03-12 20:00:00,广三高速断面,0.17,0.128,6.5,16.5,,0.0,0.0
3508,2020-03-12 20:00:00,芦苞涌入西南涌断面,0.43,0.154,1.05,15.4,,0.0,0.0
2637,2020-03-12 20:00:00,鲁岗涌,0.1,0.212,2.74,,4.7,0.0,0.0
2731,2020-03-12 20:00:00,凤岗断面,0.63,0.227,4.43,23.3,,0.0,0.0
2730,2020-03-12 20:00:00,芦苞涌古云桥断面,0.03,0.135,0.96,9.5,,0.0,0.0
3242,2020-03-13 00:00:00,广三高速断面,0.17,0.07,6.47,8.7,,0.0,0.0
3509,2020-03-13 00:00:00,鲁岗涌,0.28,0.22,2.11,,5.1,0.0,0.0
3604,2020-03-13 00:00:00,凤岗断面,0.49,0.218,4.13,20.9,,0.0,0.0
3603,2020-03-13 00:00:00,芦苞涌古云桥断面,0.13,0.365,0.59,25.9,,0.0,0.0
3679,2020-03-13 00:00:00,科勒大道断面,1.11,0.222,2.37,19.9,,0.0,0.0
3678,2020-03-13 00:00:00,芦苞涌入西南涌断面,0.38,0.122,1.39,14.8,,0.0,0.0
1782,2020-03-13 04:00:00,科勒大道断面,1.12,0.36,2.27,29.6,,0.0,0.0
3785,2020-03-13 04:00:00,凤岗断面,0.65,0.265,4.58,25.6,,0.0,0.0
2638,2020-03-13 04:00:00,芦苞涌入西南涌断面,0.46,0.166,1.13,15.8,,0.0,0.0
2803,2020-03-13 04:00:00,鲁岗涌,0.41,0.28,2.82,,5.1,0.0,0.0
3784,2020-03-13 04:00:00,广三高速断面,0.15,0.065,6.25,9.0,,0.0,0.0
3605,2020-03-13 04:00:00,芦苞涌古云桥断面,0.03,0.138,0.57,10.7,,0.0,0.0
3053,2020-03-13 08:00:00,芦苞涌古云桥断面,0.04,0.13,0.53,11.8,,0.0,0.0
2804,2020-03-13 08:00:00,芦苞涌入西南涌断面,0.51,0.16,0.82,16.5,,0.0,0.0
3606,2020-03-13 08:00:00,广三高速断面,0.18,0.064,5.56,8.1,,0.0,0.0
3243,2020-03-13 08:00:00,凤岗断面,0.5,0.247,3.97,22.4,,0.0,0.0
2639,2020-03-13 08:00:00,科勒大道断面,1.11,0.221,1.95,19.1,,0.0,0.0
2640,2020-03-13 08:00:00,鲁岗涌,0.12,0.21,2.42,,4.7,0.0,0.0
2805,2020-03-13 12:00:00,芦苞涌古云桥断面,0.04,0.133,0.72,11.8,,0.0,0.0
2806,2020-03-13 12:00:00,凤岗断面,0.53,0.198,3.69,18.0,,0.0,0.0
3607,2020-03-13 12:00:00,芦苞涌入西南涌断面,,,3.36,,,0.0,0.0
3244,2020-03-13 12:00:00,科勒大道断面,1.16,0.219,2.15,19.7,,0.0,0.0
3608,2020-03-13 12:00:00,鲁岗涌,0.12,0.185,3.74,,5.0,0.0,0.0
3352,2020-03-13 12:00:00,广三高速断面,0.24,0.086,5.95,10.2,,0.0,0.0
3055,2020-03-13 16:00:00,科勒大道断面,1.03,0.252,2.15,20.2,,0.0,0.0
3054,2020-03-13 16:00:00,芦苞涌入西南涌断面,0.41,0.327,3.47,26.0,,0.0,0.0
3680,2020-03-13 16:00:00,凤岗断面,0.83,0.303,3.82,28.3,,0.0,0.0
2807,2020-03-13 16:00:00,芦苞涌古云桥断面,0.04,0.131,0.48,11.8,,0.0,0.0
3056,2020-03-13 16:00:00,鲁岗涌,0.41,0.19,3.58,,5.2,0.0,0.0
1783,2020-03-13 16:00:00,广三高速断面,0.21,0.075,6.04,9.4,,0.0,0.3
